Reaction	A01	A02	B01	B02	C01	C02	D01	D02	E01	E02	F01	F02	G01	H01	H25361	H25362	H25363	H25364	H25365
ALATA_L	0	0	0	0	0	0	-4.204390003	0	0	0	-2.643246466	0	0	0	0	0	0	-311.1825444	-316.9237013
ALATHR1c	0	0	0	0	0	0	0.002218551	0	0	0	0.003926508	0	0	0	0	0	0	0.164203249	0.202084853
ALATHRabcpp	0	0	0	0	0	0	0.002218551	0	0	0	0.003926508	0	0	0	0	0	0	0.164203249	0.202084853
ALATHRtex	0	0	0	0	0	0	0.002218551	0	0	0	0.003926508	0	0	0	0	0	0	0.164203249	0.202084853
ALA_Dtex	0	0	0	0	0	0	0.002202391	0	0	0	-7.440218297	0	0	0	0	0	0	-311.1436294	66.24910675
ALA_Ltex	0	0	0	0	0	0	-4.204390003	0	0	0	4.800869738	0	0	0	0	0	0	0.185756141	-382.9721952
ALAt4pp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALCD19	0	0	0	0	0	0	0	0	0	0	-0.00059425	0	0	0	0	0	0	-0.024851038	-0.03058416
ALCD2x	0	0	0	0	0	0	-4.204390003	0	0	0	-7.44114885	0	0	0	0	0	0	-311.1825444	0
ALDD2x	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDD8x	0	0	0	0	0	0	0	0	0	0	0.00059425	0	0	0	0	0	0	0.024851038	0
ALKP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALPHNH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALSPT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMAGLL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMANAPEr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMAOTr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMAPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMMQLT8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMMQT8r	0	0	0	0	0	0	-3.25E-05	0	0	0	-5.76E-05	0	0	0	0	0	0	-0.002408942	-0.002964684
AMOPBHL	0	0	0	0	0	0	4.204390003	0	0	0	7.44114885	0	0	0	0	0	0	0	0
AMPMS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMPMS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMPTASECG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059239043	0.072905459
AMPTASEGC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMTH3A3CPT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMZMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANANBGANANT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANANGAANT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANPRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANZPtex	0	0	0	0	0	0	4.072963154	0	0	0	7.44114885	0	0	0	0	0	0	311.1825444	-282.377534
AOXSr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP4AH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APRAUR	0	0	0	0	0	0	6.51E-05	0	0	0	0.000115208	0	0	0	0	0	0	0.004817884	0.005929367
APSRmq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGAMDTR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGDA	0	0	0	0	0	0	4.201796945	0	0	0	1.336924154	0	0	0	0	0	0	123.3511047	376.0615744
ARGR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARG_Ltex	0	0	0	0	0	0	4.204390003	0	0	0	1.341513483	0	0	0	0	0	0	123.5430266	376.2977725
ARGt2rpp	0	0	0	0	0	0	4.204390003	0	0	0	1.341513483	0	0	0	0	0	0	123.5430266	376.2977725
ASAD	0	0	0	0	0	0	-0.003132954	0	0	0	-0.005544865	0	0	0	0	0	0	-0.231881563	-0.285376518
ASAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN_Ltex	0	0	0	0	0	0	0.002110919	0	0	0	0.0819218	0	0	0	0	0	0	0.156236976	0.192280765
ASNt2rpp	0	0	0	0	0	0	0.002110919	0	0	0	0.0819218	0	0	0	0	0	0	0.156236976	0.192280765
ASP1DC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPCT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPKi	0	0	0	0	0	0	0.003132954	0	0	0	0.005544865	0	0	0	0	0	0	0.231881563	0.285376518
ASPO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPO5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPO6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPT	0	0	0	0	0	0	3.651539839	0	0	0	0	0	0	0	0	0	0	153.1890713	0
ASPTA	0	0	0	0	0	0	0.517540587	0	0	0	-7.374987738	0	0	0	0	0	0	128.9130043	382.9721952
ASP_Ltex	0	0	0	0	0	0	-0.028515408	0	0	0	-7.44114885	0	0	0	0	0	0	-28.57760718	0.618871578
ASPabcpp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPt2_2ipp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPt2rpp	0	0	0	0	0	0	-0.028515408	0	0	0	-7.44114885	0	0	0	0	0	0	-28.57760718	0.618871578
AST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATPPRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATPS4pp	0	0	0	0	0	0	0	0	0	0	4.408561893	0	0	0	0	0	0	311.1825444	167.0119457
BACOAAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAMPPALDOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BDCOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BDH	0	0	0	0	0	0	4.204390003	0	0	0	7.44114885	0	0	0	0	0	0	-153.7623374	382.9721952
BETALDHx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BETALDHy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFAPT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGALPPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHBtex	0	0	0	0	0	0	4.204390003	0	0	0	7.44114885	0	0	0	0	0	0	-153.7623374	382.9721952
BHBtppp	0	0	0	0	0	0	4.204390003	0	0	0	7.44114885	0	0	0	0	0	0	-153.7623374	382.9721952
BPNT	0	0	0	0	0	0	3.25E-05	0	0	0	5.76E-05	0	0	0	0	0	0	0.002408942	0.002964684
BTDD_RR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTNCLi	0	0	0	0	0	0	0.071141562	0	0	0	0	0	0	0	0	0	0	0	0
BTS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BUAMDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BURTADH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BUTSO3abcpp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BUTSO3tex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BUTt2rpp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BUTtex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BZ12DOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BZ12DOXy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BZDIOLDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA2tex	0	0	0	0	0	0	3.25E-05	0	0	0	5.76E-05	0	0	0	0	0	0	0.002408942	0.002964684
CALDHOR	0	0	0	0	0	0	3.696725243	0	0	0	7.44114885	0	0	0	0	0	0	-311.1825444	196.6752275
CALDOR	0	0	0	0	0	0	-3.696725243	0	0	0	-7.44114885	0	0	0	0	0	0	311.1825444	-196.6752275
CAP_NR	0	0	0	0	0	0	4.204390003	0	0	0	7.44114885	0	0	0	0	0	0	0	-382.9721952
CAP_NRepp	0	0	0	0	0	0	-0.418039709	0	0	0	-5.043279622	0	0	0	0	0	0	311.1825444	0
CARTNLMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATDOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAt4ipp	0	0	0	0	0	0	3.25E-05	0	0	0	5.76E-05	0	0	0	0	0	0	0.002408942	0.002964684
CBIAT	0	0	0	0	0	0	3.25E-05	0	0	0	5.76E-05	0	0	0	0	0	0	0.002408942	0.002964684
CBMKr	0	0	0	0	0	0	-4.201796945	0	0	0	-1.336924154	0	0	0	0	0	0	-123.3511047	-376.0615744
CBPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBZALDDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCLYSMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCOALT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCOAOAAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCOuqpp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311.1825444	0
CD2abc1pp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2t6rpp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2tex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDOSKT	0	0	0	0	0	0	0.000526085	0	0	0	0.000931092	0	0	0	0	0	0	0.038937494	0.047920353
CDPEAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDPMEK	0	0	0	0	0	0	0.003152168	0	0	0	0.005578871	0	0	0	0	0	0	0.233303667	0.287126701
CE4843HYDc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CE5166OR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEBALAOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELYSOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGLYabcpp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059239043	0.072905459
CGLYtex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059239043	0.072905459
CHAOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHCOAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHDAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHLAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHLPHNCLtex	0	0	0	0	0	0	3.786350293	0	0	0	2.397869228	0	0	0	0	0	0	311.1825444	-382.9721952
CHLt2rpp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOLD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311.1825444	382.9721952
CHOLDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-311.1825444	-382.9721952
CHOLSH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOLtex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHORM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHORS	0	0	0	0	0	0	0.000130189	0	0	0	0.000230415	0	0	0	0	0	0	0.009635767	0.011858734
CHRPL	0	0	0	0	0	0	3.25E-05	0	0	0	5.76E-05	0	0	0	0	0	0	0.002408942	0.002964684
CHXNR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CITRHi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLCMBCT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPHOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNS140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNS160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNS180	0	0	0	0	0	0	0.000111921	0	0	0	0.000198083	0	0	0	0	0	0	0.008283679	0.01019472
CLPNSAI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNSAI17	0	0	0	0	0	0	0.000111921	0	0	0	0.000198083	0	0	0	0	0	0	0.008283679	0.01019472
CLPNSI14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNSI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNSI16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNSI17	0	0	0	0	0	0	0.000111921	0	0	0	0.000198083	0	0	0	0	0	0	0.008283679	0.01019472
CLPOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLYSMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLtex	0	0	0	0	0	0	3.25E-05	0	0	0	5.76E-05	0	0	0	0	0	0	0.002408942	0.002964684
CMLDC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMMBMM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNNH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CO2tex	0	0	0	0	0	0	-4.204390003	0	0	0	-4.003864623	0	0	0	0	0	0	-311.1825444	-382.9721952
CO2tpp	0	0	0	0	0	0	-4.204390003	0	0	0	-4.003864623	0	0	0	0	0	0	-311.1825444	-382.9721952
COBALT2tex	0	0	0	0	0	0	3.25E-05	0	0	0	5.76E-05	0	0	0	0	0	0	0.002408942	0.002964684
COBALTt5pp	0	0	0	0	0	0	-3.25E-05	0	0	0	-5.76E-05	0	0	0	0	0	0	-0.002408942	-0.002964684
CPPPGO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPPPGO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRTNIH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSDPGS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTCHLOOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTCHLOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTCLDO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTPS1	0	0	0	0	0	0	0.001024126	0	0	0	0.002626502	0	0	0	0	0	0	0.0757994	0.093286282
CTPS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CU2tex	0	0	0	0	0	0	3.25E-05	0	0	0	5.76E-05	0	0	0	0	0	0	0.002408942	0.002964684
CYOmqpp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYRDAAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYSDS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYSS	0	0	0	0	0	0	0	0	0	0	0.001416553	0	0	0	0	0	0	0	0
CYSS3r	0	0	0	0	0	0	0.000930568	0	0	0	0.000230415	0	0	0	0	0	0	0.009635767	0.011858734
CYSTA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYSTL	0	0	0	0	0	0	0	0	0	0	7.435100833	0	0	0	0	0	0	310.8962518	130.9723951
CYSTS	0	0	0	0	0	0	0	0	0	0	7.435100833	0	0	0	0	0	0	310.8962518	130.9723951
CYTBD2pp	0	0	0	0	0	0	0.059284784	0	0	0	0	0	0	0	0	0	0	311.1825444	382.9721952
CYTBDpp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYTD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYTDK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYTK1	0	0	0	0	0	0	0.005810278	0	0	0	0.010283333	0	0	0	0	0	0	0.434858157	0.52925034
CYTK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CZP_NR	0	0	0	0	0	0	4.204390003	0	0	0	-7.44114885	0	0	0	0	0	0	-311.1825444	-382.9721952
CZP_NRepp	0	0	0	0	0	0	-4.204390003	0	0	0	7.44114885	0	0	0	0	0	0	311.1825444	382.9721952
CZPtex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cuabcpp	0	0	0	0	0	0	3.25E-05	0	0	0	5.76E-05	0	0	0	0	0	0	0.002408942	0.002964684
Cut1pp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D4DGCDi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.216242	0
DAAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DADA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAGK120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAGK140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAGK141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAGK160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAGK161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAGK180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAGK181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DALAt2rpp	0	0	0	0	0	0	0.002202391	0	0	0	-7.440218297	0	0	0	0	0	0	-311.1436294	66.24910675
DAMNO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPDA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPDC	0	0	0	0	0	0	0.003000253	0	0	0	0.005310004	0	0	0	0	0	0	0.222059864	0.273288959
DAPE	0	0	0	0	0	0	0.003263143	0	0	0	0.00577528	0	0	0	0	0	0	0.24151733	0.297235252
DAPMDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYN120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYN140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYN141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYN160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYN161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYN180	0	0	0	0	0	0	0.000447683	0	0	0	0.000792334	0	0	0	0	0	0	0.033134717	0.040778879
DASYN181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYNAI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYNAI17	0	0	0	0	0	0	0.000447683	0	0	0	0.000792334	0	0	0	0	0	0	0.033134717	0.040778879
DASYNI14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYNI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYNI16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYNI17	0	0	0	0	0	0	0.000447683	0	0	0	0.000792334	0	0	0	0	0	0	0.033134717	0.040778879
DB4PS	0	0	0	0	0	0	0.000130189	0	0	0	0.000230415	0	0	0	0	0	0	0.009635767	0.011858734
DBTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCMTHCL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCOAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCPOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCTPD	0	0	0	0	0	0	0	0	0	0	0.00081395	0	0	0	0	0	0	0	0
DCTPD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCYTD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDOGE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDPA	0	0	0	0	0	0	0.000130189	0	0	0	0.000230415	0	0	0	0	0	0	0.009635767	0.011858734
DDPGALA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEAMO	0	0	0	0	0	0	-4.204390003	0	0	0	-7.44114885	0	0	0	0	0	0	-311.1825444	-382.9721952
DEAMT	0	0	0	0	0	0	-4.204390003	0	0	0	-7.44114885	0	0	0	0	0	0	-311.1825444	-382.9721952
DF2PP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DFHL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DGK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DGLTAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHAD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHAPOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHFOR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHFR	0	0	0	0	0	0	0.000557539	0	0	0	0.000986761	0	0	0	0	0	0	0.041265528	0.050785464
DHFS	0	0	0	0	0	0	9.76E-05	0	0	0	0.000172811	0	0	0	0	0	0	0.007226826	0.008894051
DHFUAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHNAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHNPA	0	0	0	0	0	0	9.76E-05	0	0	0	0.000172811	0	0	0	0	0	0	0.007226826	0.008894051
DHOCEHL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHORD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHORD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHORTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHPM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHPM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHPPDA	0	0	0	0	0	0	6.51E-05	0	0	0	0.000115208	0	0	0	0	0	0	0.004817884	0.005929367
DHPPDA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHPR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHPS	0	0	0	0	0	0	9.76E-05	0	0	0	0.000172811	0	0	0	0	0	0	0.007226826	0.008894051
DHQS	0	0	0	0	0	0	0.000130189	0	0	0	0.000230415	0	0	0	0	0	0	0.009635767	0.011858734
DHQTi	0	0	0	0	0	0	0.000130189	0	0	0	0.000230415	0	0	0	0	0	0	0.009635767	0.011858734
DHSKDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIPAMO	0	0	0	0	0	0	4.204390003	0	0	0	7.44114885	0	0	0	0	0	0	311.1825444	382.9721952
DMADPMAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMATT	0	0	0	0	0	0	0.000295437	0	0	0	0.00052288	0	0	0	0	0	0	0.021866408	0.026910977
DMPPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311.1825444	382.9721952
DMPPS2r	0	0	0	0	0	0	0.000295437	0	0	0	0.00052288	0	0	0	0	0	0	-311.160678	-382.9452842
DMQMT	0	0	0	0	0	0	3.25E-05	0	0	0	5.76E-05	0	0	0	0	0	0	0.002408942	0.002964684
DMQMT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DM_4HBA	0	0	0	0	0	0	3.25E-05	0	0	0	5.76E-05	0	0	0	0	0	0	0.002408942	0.002964684
DM_5DRIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DM_AMOB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DM_NA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DM_atp_c_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DM_btn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DM_dad_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DM_kdo2lipid4L(c)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DM_this[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNMPPA	0	0	0	0	0	0	9.76E-05	0	0	0	0.000172811	0	0	0	0	0	0	0.007226826	0.008894051
DNTPPA	0	0	0	0	0	0	9.76E-05	0	0	0	0.000172811	0	0	0	0	0	0	0.007226826	0.008894051
DOFCAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOLH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPCOAK	0	0	0	0	0	0	6.51E-05	0	0	0	0.000115208	0	0	0	0	0	0	0.004817884	0.005929367
DPGM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPMVDc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRBK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRIBI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
